,f,tt_up,tt_down,tr_up,tr_down,tb_up,tb_down,tp_up,il
1439,2.7984089100000002e-11,0.00026808167143406247,-1.058003457601481e-05,6.791249770751424e-05,-1.058003457601481e-05,0.0002785390758646565,-1.0579934873389309e-05,0.0002574179657120728,-1.0579997939508307e-05
1440,2.8003536e-11,0.0002684536697087992,-1.0583710097606111e-05,6.800530937958438e-05,-1.0583710097606111e-05,0.0002789148466919019,-1.0583610376322356e-05,0.00025778631681133506,-1.0583673464350646e-05
1441,2.80229829e-11,0.0002688259433335284,-1.0587384343196047e-05,6.80981938457038e-05,-1.0587384343196047e-05,0.0002792908728165152,-1.0587284603260516e-05,0.0002581549765663613,-1.0587347713190494e-05
1442,2.8042429800000004e-11,0.0002691984571295356,-1.059105731411264e-05,6.819113334356038e-05,-1.059105731411264e-05,0.0002796671510827212,-1.0590957555531806e-05,0.0002585238414819281,-1.059102068735587e-05
1443,2.8061876700000002e-11,0.0002695712446965469,-1.0594729011681597e-05,6.828414754101337e-05,-1.0594729011681597e-05,0.00028004374936375676,-1.0594629234461923e-05,0.00025889300643819563,-1.0594692388172486e-05
1444,2.8081323600000003e-11,0.00026994428715646467,-1.0598399437226343e-05,6.837721883093827e-05,-1.0598399437226343e-05,0.0002804205121584285,-1.059829964137428e-05,0.0002592623962283463,-1.059836281696376e-05
1445,2.81007705e-11,0.0002703175777997352,-1.0602068592067994e-05,6.847036443922759e-05,-1.0602068592067994e-05,0.00028079758138805055,-1.0601968777590002e-05,0.0002596320849738351,-1.0602031975050821e-05
1446,2.81202174e-11,0.0002706911382290756,-1.0605736477525398e-05,6.856356461063768e-05,-1.0605736477525398e-05,0.00028117491100730467,-1.0605636644427917e-05,0.0002600020321220317,-1.060569986375251e-05
1447,2.8139664300000006e-11,0.00027106495537527266,-1.0609403094915116e-05,6.8656839883987e-05,-1.0609403094915116e-05,0.0002815524704118972,-1.0609303243204579e-05,0.0002603722054979941,-1.060936648438539e-05
1448,2.8159111200000003e-11,0.0002714390303793589,-1.0613068445551428e-05,6.875016851665756e-05,-1.0613068445551428e-05,0.000281930306655657,-1.0612968575234271e-05,0.00026074263841688924,-1.0613031838263749e-05
1449,2.81785581e-11,0.00027181336465369513,-1.0616732530746363e-05,6.884356494391093e-05,-1.0616732530746363e-05,0.000282308398413779,-1.061663264182901e-05,0.0002611133810172049,-1.0616695926699605e-05
1450,2.8198005000000002e-11,0.0002721879602556926,-1.0620395351809668e-05,6.893702492029611e-05,-1.0620395351809668e-05,0.0002826867818373396,-1.0620295444298534e-05,0.000261484327523103,-1.0620358751002717e-05
1451,2.82174519e-11,0.00027256281074010576,-1.0624056910048846e-05,6.903055386781356e-05,-1.0624056910048846e-05,0.0002830653955429477,-1.0623956983950338e-05,0.00026185554864912604,-1.0624020312480581e-05
1452,2.8236898800000004e-11,0.00027293791219639785,-1.0627717206769136e-05,6.912414727485919e-05,-1.0627717206769136e-05,0.0002834442263063931,-1.0627617262089663e-05,0.0002622270678671935,-1.0627680612438445e-05
1453,2.82563457e-11,0.00027331328051195206,-1.0631376243273535e-05,6.92178111145912e-05,-1.0631376243273535e-05,0.00028382335042114164,-1.0631276280019498e-05,0.00026259882355977377,-1.0631339652179305e-05
1454,2.8275792600000003e-11,0.00027368891481012014,-1.063503402086281e-05,6.931152055118927e-05,-1.063503402086281e-05,0.0002842027385671236,-1.0634934039040589e-05,0.0002629708124053142,-1.0634997433003923e-05
1455,2.82952395e-11,0.0002740648011174737,-1.0638690540835468e-05,6.940530815979989e-05,-1.0638690540835468e-05,0.0002845823731632251,-1.0638590540451453e-05,0.00026334310118269593,-1.0638653956210814e-05
1456,2.83146864e-11,0.0002744409446291406,-1.0642345804487805e-05,6.949916024591154e-05,-1.0642345804487805e-05,0.0002849622804278102,-1.0642245785548378e-05,0.0002637156269738455,-1.0642309223096274e-05
1457,2.8334133300000005e-11,0.0002748173448947473,-1.0645999813113886e-05,6.959307625952296e-05,-1.0645999813113886e-05,0.00028534241881652444,-1.0645899775625413e-05,0.00026408843360032475,-1.0645963234954366e-05
1458,2.8353580200000003e-11,0.00027519400691214033,-1.0649652568005554e-05,6.96870620737004e-05,-1.0649652568005554e-05,0.000285722820171395,-1.0649552511974397e-05,0.0002644614692840031,-1.0649615993076935e-05
1459,2.83730271e-11,0.0002755709285022059,-1.0653304070452437e-05,6.978109416008892e-05,-1.0653304070452437e-05,0.0002861034811732399,-1.0653203995884957e-05,0.00026483476994720265,-1.0653267498753611e-05
1460,2.8392474e-11,0.00027594810805397975,-1.0656954321741954e-05,6.987520313781282e-05,-1.0656954321741954e-05,0.00028648440828908845,-1.0656854228644501e-05,0.0002652083499446508,-1.0656917753271815e-05
1461,2.84119209e-11,0.0002763255462900631,-1.066060332315932e-05,6.99693749856394e-05,-1.066060332315932e-05,0.000286865608214557,-1.0660503211538243e-05,0.0002655821778508326,-1.0660566757916766e-05
1462,2.8431367800000003e-11,0.0002767032418347879,-1.0664251075987558e-05,7.00636155722751e-05,-1.0664251075987558e-05,0.0002872470273697514,-1.0664150945849192e-05,0.000265956257886142,-1.0664214513971481e-05
1463,2.8450814700000004e-11,0.0002770811975410775,-1.0667897581507488e-05,7.015792001391436e-05,-1.0667897581507488e-05,0.0002876287313792301,-1.0667797432858163e-05,0.0002663306023062688,-1.0667861022716785e-05
1464,2.8470261600000002e-11,0.00027745940803746317,-1.0671542840997744e-05,7.025228221087731e-05,-1.0671542840997744e-05,0.00028801068243135925,-1.0671442673843784e-05,0.0002667052232359389,-1.0671506285431312e-05
1465,2.84897085e-11,0.0002778378774134906,-1.0675186855734775e-05,7.03467168352766e-05,-1.0675186855734775e-05,0.00028839288382016126,-1.0675086670082505e-05,0.00026708010264682116,-1.0675150303391517e-05
1466,2.85091554e-11,0.00027821661632071605,-1.0678829626992864e-05,7.044121332010877e-05,-1.0678829626992864e-05,0.00028877534748571497,-1.0678729422848592e-05,0.00026745522496342635,-1.0678793077871675e-05
1467,2.8528602300000005e-11,0.0002785956133458399,-1.0682471156044103e-05,7.053577326319585e-05,-1.0682471156044103e-05,0.0002891580877552682,-1.0682370933414139e-05,0.0002678305991576055,-1.068243461014389e-05
1468,2.8548049200000002e-11,0.00027897484902898685,-1.0686111444158434e-05,7.06303992701843e-05,-1.0686111444158434e-05,0.0002895410907931826,-1.0686011203049072e-05,0.00026820628085562223,-1.0686074901478092e-05
1469,2.8567496100000003e-11,0.0002793543590743464,-1.0689750492603619e-05,7.072508673254377e-05,-1.0689750492603619e-05,0.00028992429110153583,-1.0689650233021154e-05,0.00026858216618194403,-1.0689713953142058e-05
1470,2.8586943e-11,0.00027973412964492816,-1.0693388302645283e-05,7.081984396164802e-05,-1.0693388302645283e-05,0.0002903077911023746,-1.0693288024596002e-05,0.00026895834179403716,-1.0693351766401404e-05
1471,2.86063899e-11,0.0002801141497779139,-1.069702487554688e-05,7.09146624557933e-05,-1.069702487554688e-05,0.0002906915406731149,-1.0696924579037064e-05,0.00026933476097570636,-1.069698834251959e-05
1472,2.8625836800000003e-11,0.00028049443633067407,-1.0700660212569728e-05,7.10095511778399e-05,-1.0700660212569728e-05,0.0002910755724052763,-1.0700559897605652e-05,0.0002697114723359219,-1.0700623682757936e-05
1473,2.8645283700000004e-11,0.0002808749820576102,-1.0704294314973007e-05,7.110449602126414e-05,-1.0704294314973007e-05,0.0002914598118371462,-1.0704193981560931e-05,0.00027008840619696976,-1.0704257788375615e-05
1474,2.86647306e-11,0.0002812557721908939,-1.0707927184013742e-05,7.119950888761645e-05,-1.0707927184013742e-05,0.00029184435806568055,-1.0707826832159935e-05,0.0002704656151802392,-1.0707890660629665e-05
1475,2.8684177500000002e-11,0.00028163683544319074,-1.0711558820946848e-05,7.129458700022696e-05,-1.0711558820946848e-05,0.00029222915543001497,-1.0711458450657562e-05,0.0002708431018176199,-1.0711522300774993e-05
1476,2.87036244e-11,0.00028201815097057034,-1.0715189227025096e-05,7.138972558133979e-05,-1.0715189227025096e-05,0.00029261415959977075,-1.0715088838306582e-05,0.00027122081203730585,-1.0715152710064378e-05
1477,2.8723071300000004e-11,0.0002823997369942982,-1.0718818403499155e-05,7.148493594528507e-05,-1.0718818403499155e-05,0.0002929994918331225,-1.071871799635765e-05,0.00027159882326089035,-1.0718781889748481e-05
1478,2.8742518200000002e-11,0.0002827815683600449,-1.0722446351617554e-05,7.158020920746478e-05,-1.0722446351617554e-05,0.0002933850424881149,-1.0722345926059295e-05,0.0002719770691912744,-1.072240984107584e-05
1479,2.8761965100000003e-11,0.0002831636662091932,-1.0726073072626724e-05,7.167554680876823e-05,-1.0726073072626724e-05,0.00029377084897243386,-1.0725972628657942e-05,0.00027235554661191345,-1.0726036565292886e-05
1480,2.8781412e-11,0.00028354601289650746,-1.072969856777099e-05,7.177094175626287e-05,-1.072969856777099e-05,0.0002941569426982918,-1.0729598105397908e-05,0.0002727343205310516,-1.0729662063643942e-05
1481,2.8800858899999998e-11,0.0002839286265091072,-1.0733322838292571e-05,7.186641187099593e-05,-1.0733322838292571e-05,0.00029454323041440303,-1.0733222357521405e-05,0.00027311334151692494,-1.0733286337371233e-05
1482,2.8820305800000006e-11,0.0002843114996883024,-1.07369458854316e-05,7.196194282888918e-05,-1.07369458854316e-05,0.000294929840434421,-1.0736845386268557e-05,0.00027349265273768683,-1.0736909387714885e-05
1483,2.8839752700000003e-11,0.00028469462256485426,-1.0740567710426097e-05,7.205753918953833e-05,-1.0740567710426097e-05,0.0002953166561276565,-1.0740467192877384e-05,0.000273872208163949,-1.0740531215912926e-05
1484,2.88591996e-11,0.00028507801140206465,-1.0744188314512014e-05,7.215319652580827e-05,-1.0744188314512014e-05,0.0002957037810415143,-1.074408777858383e-05,0.00027425198571903985,-1.0744151823201308e-05
1485,2.8878646500000002e-11,0.0002854616605401254,-1.0747807698923217e-05,7.224891844726165e-05,-1.0747807698923217e-05,0.00029609111410038475,-1.0747707144621751e-05,0.00027463205821771946,-1.0747771210813896e-05
1486,2.88980934e-11,0.00028584556134282586,-1.0751425864891489e-05,7.234470888609835e-05,-1.0751425864891489e-05,0.0002964787209436438,-1.075132529222293e-05,0.00027501238138558836,-1.0751389379982477e-05
1487,2.8917540300000004e-11,0.00028622973031774724,-1.075504281364655e-05,7.244056067676782e-05,-1.075504281364655e-05,0.0002968666182801801,-1.0754942222617075e-05,0.0002753929874063744,-1.075500633193677e-05
1488,2.8936987200000005e-11,0.0002866141490478806,-1.075865854641605e-05,7.253647831057706e-05,-1.075865854641605e-05,0.00029725474786000927,-1.0758557937031826e-05,0.00027577381492356964,-1.0758622067904421e-05
1489,2.8956434100000002e-11,0.0002869988356911728,-1.0762273064425566e-05,7.263246009231084e-05,-1.0762273064425566e-05,0.0002976431050314446,-1.0762172436692766e-05,0.0002761549463610373,-1.076223658911102e-05
1490,2.8975881e-11,0.0002873837740935087,-1.076588636889863e-05,7.272851113879362e-05,-1.076588636889863e-05,0.000298031778304851,-1.0765785722823416e-05,0.0002765363050071376,-1.0765849896780095e-05
1491,2.89953279e-11,0.00028776897575087066,-1.0769498461056729e-05,7.282461728063286e-05,-1.0769498461056729e-05,0.00029842067249230314,-1.0769397796645248e-05,0.0002769179246791584,-1.0769461992133126e-05
1492,2.9014774800000005e-11,0.00028815442588261037,-1.0773109342119279e-05,7.292079377788031e-05,-1.0773109342119279e-05,0.0002988098020351668,-1.0773008659377684e-05,0.000277299844835559,-1.077307287638954e-05
1493,2.9034221700000003e-11,0.0002885401441607832,-1.0776719013303669e-05,7.301703681458953e-05,-1.0776719013303669e-05,0.0002991992161621167,-1.0776618312238103e-05,0.000277681944614776,-1.0776682550766725e-05
1494,2.90536686e-11,0.00028892611890609494,-1.0780327475825245e-05,7.311334698010947e-05,-1.0780327475825245e-05,0.0002995888716852443,-1.0780226756441842e-05,0.000278064363476865,-1.0780291016480028e-05
1495,2.90731155e-11,0.00028931235080731073,-1.0783934730897327e-05,7.320971336661302e-05,-1.0783934730897327e-05,0.0002999788200743799,-1.0783833993202216e-05,0.000278447043411825,-1.0783898274742766e-05
1496,2.90925624e-11,0.0002896988501166948,-1.0787540779731195e-05,7.330615058798154e-05,-1.0787540779731195e-05,0.000300369035502843,-1.0787440023730498e-05,0.0002788299631836558,-1.0787504326766223e-05
1497,2.9112009300000003e-11,0.000290085595993072,-1.0791145623536112e-05,7.340265355415815e-05,-1.0791145623536112e-05,0.00030075945809754975,-1.0791044849235947e-05,0.00027921317974489616,-1.0791109173759665e-05
1498,2.91314562e-11,0.0002904726031429383,-1.079474926351932e-05,7.349921091949091e-05,-1.079474926351932e-05,0.0003011501673382223,-1.0794648470925798e-05,0.00027959660169433673,-1.0794712816930333e-05
1499,2.9150903100000005e-11,0.00029085987055188256,-1.079835170088605e-05,7.359584484528202e-05,-1.079835170088605e-05,0.000301541132975073,-1.0798250890005276e-05,0.00027998029455009995,-1.0798315257483458e-05
1500,2.917035e-11,0.0002912473969686193,-1.0801952936839515e-05,7.369253320692929e-05,-1.0801952936839515e-05,0.00030193233254730635,-1.0801852107677587e-05,0.00028036424594815926,-1.0801916496622255e-05
1501,2.91897969e-11,0.0002916351890755822,-1.0805552972580927e-05,7.378929159733397e-05,-1.0805552972580927e-05,0.0003023237913313813,-1.0805452125143943e-05,0.0002807484939205275,-1.0805516535547942e-05
1502,2.9209243800000005e-11,0.0002920232304999081,-1.0809151809309509e-05,7.388612068220216e-05,-1.0809151809309509e-05,0.00030271554779414225,-1.080905094360355e-05,0.0002811329737283238,-1.0809115375459733e-05
1503,2.92286907e-11,0.00029241153586021163,-1.0812749448222471e-05,7.398300897151186e-05,-1.0812749448222471e-05,0.0003031075168794599,-1.0812648564253619e-05,0.0002815177170485611,-1.0812713017554845e-05
1504,2.92481376e-11,0.0002928000915078531,-1.0816345890515038e-05,7.407995958896435e-05,-1.0816345890515038e-05,0.00030349979734091003,-1.0816244988289366e-05,0.00028190273735066723,-1.0816309463028505e-05
1505,2.9267584500000004e-11,0.0002931889099044158,-1.0819941137380452e-05,7.41769760816676e-05,-1.0819941137380452e-05,0.00030389228464220954,-1.0819840216904034e-05,0.000282287975359396,-1.0819904713073957e-05
1506,2.92870314e-11,0.0002935779916608103,-1.082353519000997e-05,7.427405817954008e-05,-1.082353519000997e-05,0.0003042850557690661,-1.0823434251288863e-05,0.0002826734941289881,-1.0823498768882454e-05
1507,2.9306478300000006e-11,0.0002939673263420539,-1.0827128049592876e-05,7.437119574594479e-05,-1.0827128049592876e-05,0.00030467808715521687,-1.0827027092633136e-05,0.00028305929782687585,-1.0827091631643284e-05
1508,2.9325925200000004e-11,0.00029435692945198235,-1.0830719717316475e-05,7.446841737783118e-05,-1.0830719717316475e-05,0.0003050713330551773,-1.0830618742124153e-05,0.00028344535980808264,-1.0830683302543751e-05
1509,2.93453721e-11,0.0002947467815223476,-1.0834310194366104e-05,7.456569146706548e-05,-1.0834310194366104e-05,0.00030546488462271647,-1.0834209200947249e-05,0.0002838316378830381,-1.08342737827692e-05
1510,2.9364819e-11,0.0002951368951920102,-1.0837899481925146e-05,7.466302327612506e-05,-1.0837899481925146e-05,0.0003058586726314135,-1.0837798470285788e-05,0.0002842182030098835,-1.0837863073503004e-05
1511,2.93842659e-11,0.00029552726273078344,-1.0841487581175015e-05,7.476043039705226e-05,-1.0841487581175015e-05,0.00030625270409155765,-1.0841386551321192e-05,0.0002846050306653111,-1.0841451175926587e-05
1512,2.940371280000001e-11,0.00029591789954134395,-1.084507449329518e-05,7.485790569091244e-05,-1.084507449329518e-05,0.00030664701475658,-1.0844973445232916e-05,0.0002849921172504854,-1.0845038091219413e-05
1513,2.9423159700000005e-11,0.0002963087847938405,-1.0848660219463144e-05,7.495543667223153e-05,-1.0848660219463144e-05,0.0003070415890861216,-1.0848559153198463e-05,0.00028537946024909886,-1.0848623820558995e-05
1514,2.94426066e-11,0.00029669993826350523,-1.0852244760854482e-05,7.505302925038207e-05,-1.0852244760854482e-05,0.0003074363850640519,-1.0852143676393395e-05,0.000285767079309945,-1.0852208365120898e-05
1515,2.94620535e-11,0.0002970913450924839,-1.0855828118642821e-05,7.515069745087709e-05,-1.0855828118642821e-05,0.00030783147870431995,-1.0855727015991337e-05,0.0002861549356615759,-1.0855791726078757e-05
1516,2.94815004e-11,0.00029748300274489055,-1.0859410293999851e-05,7.524843222323292e-05,-1.0859410293999851e-05,0.00030822681366408477,-1.0859309173163973e-05,0.00028654304295780127,-1.0859373904604261e-05
1517,2.95009473e-11,0.000297874929075803,-1.0862991288095334e-05,7.534622244717706e-05,-1.0862991288095334e-05,0.00030862240468898636,-1.0862890149081056e-05,0.0002869314352541894,-1.0862954901867172e-05
1518,2.9520394200000006e-11,0.0002982671145810143,-1.0866571102097095e-05,7.54440747606877e-05,-1.0866571102097095e-05,0.00030901823394250853,-1.0866469944910413e-05,0.0002873200530236666,-1.086653471903532e-05
1519,2.9539841100000004e-11,0.00029865955030691045,-1.0870149737171051e-05,7.55419955254275e-05,-1.0870149737171051e-05,0.00030941436548864346,-1.0870048561817944e-05,0.00028770899049286087,-1.0870113357274616e-05
1520,2.9559288e-11,0.0002990522624264211,-1.0873727194481185e-05,7.563997932462595e-05,-1.0873727194481185e-05,0.0003098107014981311,-1.0873626000967632e-05,0.0002880981493593458,-1.087369081774905e-05
1521,2.95787349e-11,0.00029944521350198054,-1.0877303475189574e-05,7.573803774677081e-05,-1.0877303475189574e-05,0.0003102073454544509,-1.0877202263521554e-05,0.00028848757368250626,-1.08772671016207e-05
1522,2.9598181800000004e-11,0.0002998384298857613,-1.0880878580456387e-05,7.583614969677403e-05,-1.0880878580456387e-05,0.00031060417750759654,-1.088077735063986e-05,0.00028887722295792056,-1.0880842210049735e-05
1523,2.96176287e-11,0.00030023190738944535,-1.0884452511439884e-05,7.593432681179987e-05,-1.0884452511439884e-05,0.00031100134529067646,-1.0884351263480818e-05,0.00028926718104808446,-1.0884416144194414e-05
1524,2.96370756e-11,0.00030062564538943927,-1.0888025269296426e-05,7.603257659007223e-05,-1.0888025269296426e-05,0.0003113987297362661,-1.088792400320077e-05,0.00028965739648367203,-1.0887988905211099e-05
1525,2.96565225e-11,0.00030101963942838993,-1.0891596855180476e-05,7.613088362634774e-05,-1.0891596855180476e-05,0.00031179638231580676,-1.0891495570954183e-05,0.0002900478491531917,-1.0891560494254257e-05
1526,2.96759694e-11,0.00030141388798692,-1.0895167270244601e-05,7.622925419810835e-05,-1.0895167270244601e-05,0.0003121942909595219,-1.0895065967893613e-05,0.0002904385724338395,-1.0895130912476453e-05
1527,2.9695416300000005e-11,0.0003018083978926219,-1.0898736515639494e-05,7.632769899397631e-05,-1.0898736515639494e-05,0.000312592483513589,-1.0898635195169744e-05,0.0002908295548060642,-1.089870016102838e-05
1528,2.97148632e-11,0.0003022031726145557,-1.090230459251394e-05,7.642620229675207e-05,-1.090230459251394e-05,0.0003129908857767277,-1.0902203253931367e-05,0.00029122079608966226,-1.090226824105883e-05
1529,2.97343101e-11,0.00030259819255942474,-1.0905871502014867e-05,7.652477339678089e-05,-1.0905871502014867e-05,0.000313389557389945,-1.0905770145325395e-05,0.0002916122790406385,-1.090583515371473e-05
1530,2.9753757e-11,0.000302993489483957,-1.0909437245287322e-05,7.662340280757202e-05,-1.0909437245287322e-05,0.0003137885041414784,-1.090933587049687e-05,0.00029200404686518,-1.0909400900141125e-05
1531,2.97732039e-11,0.00030338903295474727,-1.0913001823474482e-05,7.672210158610018e-05,-1.0913001823474482e-05,0.00031418771199383987,-1.0912900430588962e-05,0.00029239606339971055,-1.0912965481481191e-05
1532,2.9792650800000006e-11,0.0003037848327264302,-1.0916565237717646e-05,7.682086438792689e-05,-1.0916565237717646e-05,0.0003145871320222381,-1.0916463826742974e-05,0.0002927883467485408,-1.0916528898876237e-05
1533,2.9812097700000004e-11,0.00030418089460391783,-1.0920127489156268e-05,7.691968995689885e-05,-1.0920127489156268e-05,0.00031498686240750534,-1.0920026060098341e-05,0.0002931808748112,-1.0920091153465708e-05
1534,2.98315446e-11,0.00030457721927645755,-1.0923688578927931e-05,7.701857672193202e-05,-1.0923688578927931e-05,0.00031538683493927247,-1.0923587131792647e-05,0.0002935736788228016,-1.0923652246387196e-05
1535,2.98509915e-11,0.0003049737980012416,-1.0927248508168371e-05,7.711753902841443e-05,-1.0927248508168371e-05,0.00031578704452598695,-1.0927147042961622e-05,0.0002939667691989344,-1.0927212178776433e-05
1536,2.9870438400000004e-11,0.00030537063548511447,-1.0930807278011478e-05,7.721655919005202e-05,-1.0930807278011478e-05,0.0003161875287210964,-1.0930705794739148e-05,0.00029436006439222416,-1.0930770951767309e-05
1537,2.98898853e-11,0.00030576773379921554,-1.0934364889589283e-05,7.731564478512842e-05,-1.0934364889589283e-05,0.00031658827506796604,-1.0934263388257255e-05,0.0002947536373948516,-1.0934328566491864e-05
1538,2.9909332200000005e-11,0.0003061651030565951,-1.0937921344031993e-05,7.741478972610629e-05,-1.0937921344031993e-05,0.00031698926041846457,-1.093781982464614e-05,0.0002951474698505774,-1.0937885024080296e-05
1539,2.99287791e-11,0.0003065627128801945,-1.0941476642467966e-05,7.751400944137793e-05,-1.0941476642467966e-05,0.0003173905097268198,-1.0941375105034152e-05,0.00029554159168200506,-1.0941440325660969e-05
1540,2.9948226e-11,0.00030696058099477904,-1.094503078602373e-05,7.761328566423533e-05,-1.094503078602373e-05,0.00031779202705213203,-1.0944929230547823e-05,0.0002959359552400711,-1.0944994472360413e-05
1541,2.9967672900000005e-11,0.0003073587175229583,-1.0948583775823991e-05,7.7712626403795e-05,-1.0948583775823991e-05,0.0003181937822707138,-1.0948482202311845e-05,0.00029633056281292103,-1.0948547465303332e-05
1542,2.99871198e-11,0.0003077571072912427,-1.0952135612991622e-05,7.781203567599794e-05,-1.0952135612991622e-05,0.00031859584615745256,-1.095203402144909e-05,0.00029672543452698684,-1.0952099305612601e-05
1543,3.00065667e-11,0.00030815575121732815,-1.0955686298647675e-05,7.791151070968543e-05,-1.0955686298647675e-05,0.0003189981009623197,-1.09555846890806e-05,0.0002971205727201544,-1.0955649994409277e-05
1544,3.0026013600000005e-11,0.0003085546649157911,-1.09592358339114e-05,7.80110482676845e-05,-1.09592358339114e-05,0.00031940063889713367,-1.0959134206325623e-05,0.0002975159677030145,-1.0959199532812605e-05
1545,3.00454605e-11,0.0003089538409885736,-1.096278421990022e-05,7.811065570167768e-05,-1.096278421990022e-05,0.00031980345551016535,-1.0962682574301576e-05,0.0002979116144966481,-1.096274792194001e-05
1546,3.0064907400000006e-11,0.00030935325422601167,-1.0966331457729754e-05,7.821031981099569e-05,-1.0966331457729754e-05,0.0003202065217428261,-1.0966229794124072e-05,0.00029830753757043656,-1.0966295162907116e-05
1547,3.0084354300000004e-11,0.0003097529380701011,-1.096987754851382e-05,7.831004841840546e-05,-1.096987754851382e-05,0.0003206098016704443,-1.0969775866906923e-05,0.00029870370792148195,-1.096984125682774e-05
1548,3.01038012e-11,0.00031015288034434924,-1.097342249336444e-05,7.840984519252191e-05,-1.097342249336444e-05,0.0003210133704565895,-1.0973320793762139e-05,0.00029910013878951477,-1.09733862048139e-05
1549,3.01232481e-11,0.0003105530929303332,-1.0976966293391829e-05,7.850971030319842e-05,-1.0976966293391829e-05,0.0003214172022164063,-1.097686457579994e-05,0.0002994968386066107,-1.0976930007975818e-05
1550,3.0142695000000004e-11,0.0003109535518854167,-1.0980508949704416e-05,7.860963814704736e-05,-1.0980508949704416e-05,0.00032182129154779255,-1.098040721412875e-05,0.00029989382151558307,-1.0980472667421928e-05
1551,3.016214190000001e-11,0.00031135426682830756,-1.0984050463408851e-05,7.870962206404011e-05,-1.0984050463408851e-05,0.0003222256629734387,-1.0983948709855199e-05,0.0003002910121638286,-1.0984014184258869e-05
1552,3.0181588800000005e-11,0.0003117552455315215,-1.0987590835609987e-05,7.880968470101424e-05,-1.0987590835609987e-05,0.00032263022726486504,-1.0987489064084147e-05,0.00030068851697256406,-1.0987554559591502e-05
1553,3.02010357e-11,0.0003121564768561372,-1.0991130067410903e-05,7.890980097354305e-05,-1.0991130067410903e-05,0.00032303510679347294,-1.0991028277918668e-05,0.0003010862463842566,-1.099109379452291e-05
1554,3.02204826e-11,0.00031255797284963617,-1.0994668159912906e-05,7.900998450416527e-05,-1.0994668159912906e-05,0.00032344023363708253,-1.0994566352460059e-05,0.0003014842345058632,-1.0994631890154395e-05
1555,3.02399295e-11,0.0003129597278755747,-1.0998205114215528e-05,7.911023780695e-05,-1.0998205114215528e-05,0.0003238456003997199,-1.0998103288807842e-05,0.0003018824720786703,-1.0998168847585492e-05
1556,3.02593764e-11,0.0003133617372431518,-1.1001740931416534e-05,7.921054766986255e-05,-1.1001740931416534e-05,0.000324251206309993,-1.1001639088059788e-05,0.000302280991574895,-1.1001704667913969e-05
1557,3.027882330000001e-11,0.0003137640099350008,-1.1005275612611927e-05,7.931092710456537e-05,-1.1005275612611927e-05,0.0003246570903414231,-1.1005173751311882e-05,0.0003026797776609034,-1.1005239352235826e-05
1558,3.0298270200000004e-11,0.00031416654343134447,-1.1008809158895949e-05,7.941137376092773e-05,-1.1008809158895949e-05,0.00032506326632642305,-1.1008707279658367e-05,0.0003030788181528454,-1.1008772901645307e-05
1559,3.03177171e-11,0.00031456932912116555,-1.1012341571361079e-05,7.951187353317249e-05,-1.1012341571361079e-05,0.00032546963894257306,-1.1012239674191718e-05,0.00030347809612443543,-1.1012305317234898e-05
1560,3.0337164e-11,0.0003149723770376227,-1.1015872851098064e-05,7.961245622514891e-05,-1.1015872851098064e-05,0.0003258763236946539,-1.101577093600267e-05,0.0003038776553917792,-1.1015836600095337e-05
1561,3.0356610900000004e-11,0.000315375687847302,-1.1019402999195886e-05,7.971309181337072e-05,-1.1019402999195886e-05,0.00032628323942506454,-1.1019301066180208e-05,0.0003042774816469337,-1.1019366751315614e-05
1562,3.03760578e-11,0.00031577924952429524,-1.1022932016741787e-05,7.981378814305966e-05,-1.1022932016741787e-05,0.00032669038658537106,-1.1022830065811562e-05,0.00030467753983126053,-1.1022895771982969e-05
1563,3.0395504700000006e-11,0.00031618307773061783,-1.102645990482127e-05,7.991456242660164e-05,-1.102645990482127e-05,0.000327097833815601,-1.1026357935982234e-05,0.0003050778919771173,-1.102642366318291e-05
1564,3.0414951600000004e-11,0.0003165871600301935,-1.1029986664518109e-05,8.001538626043425e-05,-1.1029986664518109e-05,0.0003275055249107192,-1.1029884677775983e-05,0.000305478472826663,-1.1029950425999204e-05
1565,3.04343985e-11,0.00031699149311361936,-1.103351229691433e-05,8.011627936868556e-05,-1.103351229691433e-05,0.0003279134578107308,-1.1033410292274845e-05,0.00030587931407075904,-1.1033476061513887e-05
1566,3.0453845400000005e-11,0.00031739609228484427,-1.1037036803090248e-05,8.021724441804259e-05,-1.1037036803090248e-05,0.00032832168692761393,-1.1036934780559119e-05,0.0003062804417832006,-1.1037000570807271e-05
1567,3.04732923e-11,0.000317800954511992,-1.1040560184124444e-05,8.031827375629118e-05,-1.1040560184124444e-05,0.00032873015872381724,-1.104045814370738e-05,0.0003066818194790083,-1.1040523954957935e-05
1568,3.04927392e-11,0.0003182060742054723,-1.104408244109378e-05,8.041936267279965e-05,-1.104408244109378e-05,0.00032913887128567683,-1.1043980382796488e-05,0.0003070834215876305,-1.1044046215042746e-05
1569,3.0512186100000005e-11,0.00031861144817085704,-1.1047603575073401e-05,8.052050939058553e-05,-1.1047603575073401e-05,0.0003295478214828191,-1.1047501498901584e-05,0.0003074853347500938,-1.104756735213685e-05
1570,3.0531633e-11,0.0003190170851156121,-1.1051123587136742e-05,8.062173652073798e-05,-1.1051123587136742e-05,0.0003299570780650535,-1.1051021493096092e-05,0.00030788748521610445,-1.105108736731368e-05
