,f,W0,p
98,0,-2.0,0.009571329916182791
99,0,-1.0,0.0024486857512935165
100,0,0.0,0.000510501149274745
101,0,1.0,8.64491078325855e-05
102,0,2.0,1.1862024529273297e-05
103,0,3.0,1.3163450228371363e-06
104,0,4.0,1.1796410328985252e-07
105,0,5.0,8.526844863833878e-09
106,0,6.0,4.966770724122948e-10
107,0,7.0,2.3295535390309202e-11
108,0,8.0,8.792425064881376e-13
109,0,9.0,2.669026265709204e-14
110,0,10.0,6.51348070709951e-16
111,0,11.0,1.2773989501977474e-17
112,0,12.0,2.012585306359929e-19
113,0,13.0,2.5466953716293173e-21
114,0,14.0,2.587565046048824e-23
115,0,14.999999999999998,2.1106064298215315e-25
116,0,16.0,1.381803056684387e-27
117,0,17.0,7.26003610918376e-30
118,0,18.0,3.0607199940796385e-32
119,0,19.0,1.0352524829019385e-34
120,0,20.0,2.8090429403954074e-37
121,0,21.0,6.1138686272941595e-40
122,0,22.0,1.0672849242415568e-42
123,0,23.0,1.4942248258061863e-45
124,0,24.0,1.6776092711807484e-48
125,0,25.0,1.5103437129553954e-51
126,0,26.0,1.0902960416256178e-54
127,0,26.999999999999996,6.3106312121715496e-58
128,0,28.0,2.9284564253555272e-61
129,0,29.0,1.0894866067277118e-64
130,0,29.999999999999996,3.2494014116224976e-68
131,0,31.0,7.769020452287973e-72
132,0,32.0,1.4889999387020434e-75
133,0,33.0,2.2875681783453845e-79
134,0,34.0,2.817021258303642e-83
135,0,35.0,2.780547986412252e-87
136,0,36.0,2.1997997878535612e-91
137,0,37.0,1.394881522750865e-95
138,0,38.0,7.088968867498153e-100
139,0,39.0,2.887485136822877e-104
140,0,40.0,9.425837270511094e-109
141,0,41.0,2.4659518921616626e-113
142,0,42.0,5.170169492919669e-118
143,0,43.0,8.687084835675634e-123
144,0,44.0,1.1697281243568983e-127
145,0,45.0,1.2622081390209998e-132
146,0,46.0,1.0915111161712627e-137
147,0,47.0,7.563567336226265e-143
148,0,48.0,4.1999380515227294e-148
149,0,49.0,1.86883413607891e-153
150,0,50.0,6.663560398101946e-159
151,1,-100.0,0.3835494089117592
152,1,-99.0,0.413654490711242
153,1,-98.0,0.40997797483986925
154,1,-97.0,0.41186550028507474
155,1,-96.0,0.3922426726386089
156,1,-95.0,0.3895313724276883
157,1,-94.0,0.38651661544516025
158,1,-93.0,0.400567698868575
159,1,-92.0,0.4069918526827072
160,1,-91.0,0.38963712237924913
161,1,-90.0,0.3847660438600239
162,1,-89.0,0.38898995788023144
163,1,-88.0,0.38478133294785194
164,1,-87.0,0.39752652461105603
165,1,-86.0,0.39332957364091203
166,1,-85.0,0.3920578202490979
167,1,-84.0,0.38933619538144765
168,1,-83.0,0.3908774310849564
169,1,-82.0,0.41662388501218023
170,1,-81.0,0.4169251183563697
171,1,-80.0,0.4002670548562264
172,1,-79.0,0.40478327489710036
173,1,-78.0,0.3954094806469915
174,1,-77.0,0.39773784288797676
175,1,-76.0,0.381909831436343
176,1,-75.0,0.38589014632274204
177,1,-74.0,0.3789973050201017
178,1,-73.0,0.34713107775891155
179,1,-72.0,0.3578595315941445
180,1,-71.0,0.3591556364170497
181,1,-70.0,0.3431878504145835
182,1,-69.0,0.3381005202546266
183,1,-68.0,0.3218115802732997
184,1,-67.0,0.32615088783435486
185,1,-66.0,0.31762944734518245
186,1,-65.0,0.32640687225973053
187,1,-64.0,0.3246522173227885
188,1,-63.0,0.317672790000435
189,1,-62.0,0.32605279401709636
190,1,-61.00000000000001,0.30807205831464596
191,1,-59.99999999999999,0.31493741373437767
192,1,-59.0,0.30994587946780083
193,1,-58.0,0.2972493482521612
194,1,-57.0,0.30155720248806034
195,1,-56.0,0.3031105147967452
196,1,-55.00000000000001,0.28987406167624435
197,1,-53.99999999999999,0.29443453792522345
198,1,-53.0,0.292353209862963
199,1,-52.0,0.29015200015865517
200,1,-51.0,0.29325750927073774
201,1,-50.0,0.2922202745627608
202,1,-49.0,0.26319761625356286
203,1,-48.0,0.2902209690951233
204,1,-47.0,0.2771351914260832
205,1,-46.0,0.27116445812782114
206,1,-45.0,0.2721641121381382
207,1,-44.0,0.2712273864353633
208,1,-43.0,0.2635687675301281
209,1,-42.0,0.2496261469499191
210,1,-41.0,0.2666001145838705
211,1,-40.0,0.25972895321705264
212,1,-39.0,0.2541082732001
213,1,-38.0,0.24949639629639395
214,1,-37.0,0.252594720129872
215,1,-36.0,0.25478805786078296
216,1,-35.0,0.2657784841814021
217,1,-34.0,0.24177976694392822
218,1,-33.0,0.24515193695816648
219,1,-32.0,0.2402916794503461
220,1,-31.0,0.2371884715560412
221,1,-29.999999999999996,0.23073497309207375
222,1,-29.0,0.2506663894814014
223,1,-28.0,0.23624018168619662
224,1,-26.999999999999996,0.22980672880892544
225,1,-26.0,0.23064774427587276
226,1,-25.0,0.23797483348959012
227,1,-24.0,0.2229806157107381
228,1,-23.0,0.22614396261309042
229,1,-22.0,0.23649027311922102
230,1,-21.0,0.22730246836992687
231,1,-20.0,0.25533999496282084
232,1,-19.0,0.23623338827278284
233,1,-18.0,0.23849447881106528
234,1,-17.0,0.22985630468028395
235,1,-16.0,0.24502174773018903
236,1,-14.999999999999998,0.24388899829229088
237,1,-14.0,0.2565718931657883
238,1,-13.0,0.25604691964606785
239,1,-12.0,0.26016046216736255
240,1,-11.0,0.2606566018546406
241,1,-10.0,0.2781790147538523
242,1,-9.0,0.276272569050204
243,1,-8.0,0.31035408196231223
244,1,-7.0,0.3461325674970549
245,1,-6.0,0.3569062320326796
246,1,-5.0,0.3750210986565233
247,1,-4.0,0.3181331813719636
248,1,-3.0,0.15659302666222594
249,1,-2.0,0.07084783583130684
250,1,-1.0,0.03157343580891817
251,1,0.0,0.012042554511826961
252,1,1.0,0.004054383942957841
253,1,2.0,0.001184038750434393
254,1,3.0,0.0002865443472908612
255,1,4.0,6.06428427616712e-05
256,1,5.0,1.1326193871098635e-05
257,1,6.0,1.6960641969387119e-06
258,1,7.0,2.263786037554893e-07
259,1,8.0,2.4662091573052284e-08
260,1,9.0,2.3836383363631833e-09
261,1,10.0,2.0033857772594973e-10
262,1,11.0,1.3685708578592827e-11
263,1,12.0,7.966954349711981e-13
264,1,13.0,3.918306120958953e-14
265,1,14.0,1.5807193749557645e-15
266,1,14.999999999999998,5.517461781105368e-17
267,1,16.0,1.548258589264835e-18
268,1,17.0,3.8371713432078524e-20
269,1,18.0,7.647882665153264e-22
270,1,19.0,1.432673731000496e-23
271,1,20.0,2.149940191296064e-25
272,1,21.0,2.406955028437806e-27
273,1,22.0,2.61262407946633e-29
274,1,23.0,2.195419258664027e-31
275,1,24.0,1.3857556952899172e-33
276,1,25.0,8.277245664284361e-36
277,1,26.0,3.888137803259459e-38
278,1,26.999999999999996,1.4614351623580864e-40
279,1,28.0,4.736691625110468e-43
280,1,29.0,1.3924671728353387e-45
281,1,29.999999999999996,2.977589481683592e-48
282,1,31.0,6.313127115838006e-51
283,1,32.0,9.285783315387098e-54
284,1,33.0,1.2078043820209815e-56
285,1,34.0,1.3917032809936271e-59
286,1,35.0,1.116011123778377e-62
287,1,36.0,1.0008130986032276e-65
288,1,37.0,4.758843079410936e-69
289,1,38.0,2.4415855272156816e-72
290,1,39.0,1.141410604364189e-75
291,1,40.0,3.8219133945141495e-79
292,1,41.0,8.983529596838249e-83
293,1,42.0,2.309018983837217e-86
294,1,43.0,4.727136278586501e-90
295,1,44.0,6.940504598427117e-94
296,1,45.0,1.0239281372585704e-97
297,1,46.0,9.769794808188468e-102
298,1,47.0,9.036834644836152e-106
299,1,48.0,6.464304267652167e-110
300,1,49.0,4.832179467230484e-114
301,1,50.0,2.3617323679814153e-118
302,2,-100.0,0.3931514601780037
303,2,-99.0,0.4061592127052584
304,2,-98.0,0.41020247402897
305,2,-97.0,0.41358050414515796
306,2,-96.0,0.4063362659698382
307,2,-95.0,0.41781195021261897
308,2,-94.0,0.4076115148464929
309,2,-93.0,0.3857738743153952
310,2,-92.0,0.3780568288916479
311,2,-91.0,0.38365328706534707
312,2,-90.0,0.3969635437634721
313,2,-89.0,0.3976237799341328
314,2,-88.0,0.4022089017937778
315,2,-87.0,0.39669198771314007
316,2,-86.0,0.40651728364074324
317,2,-85.0,0.3913348361566655
318,2,-84.0,0.38391695396595404
319,2,-83.0,0.4159190142526077
320,2,-82.0,0.40392210448341753
321,2,-81.0,0.4267814677022734
322,2,-80.0,0.416296907644715
323,2,-79.0,0.42046516516888766
324,2,-78.0,0.4125751601619125
325,2,-77.0,0.41596602555887546
326,2,-76.0,0.40587013687184664
327,2,-75.0,0.37951808561354605
328,2,-74.0,0.3785528719391519
329,2,-73.0,0.3767500704187807
330,2,-72.0,0.37179431116291134
331,2,-71.0,0.35204372775510884
332,2,-70.0,0.35424265612481964
333,2,-69.0,0.359818331811791
334,2,-68.0,0.3487706837000767
335,2,-67.0,0.3497568411735931
336,2,-66.0,0.33768883800502764
337,2,-65.0,0.3264457194932489
338,2,-64.0,0.32534121005239636
339,2,-63.0,0.3280519069029063
340,2,-62.0,0.31564407063699723
341,2,-61.00000000000001,0.32108863206112087
342,2,-59.99999999999999,0.3287562691138409
343,2,-59.0,0.3043370548644738
344,2,-58.0,0.306152398157847
345,2,-57.0,0.3063383321749644
346,2,-56.0,0.29452384331329534
347,2,-55.00000000000001,0.28472340427615045
348,2,-53.99999999999999,0.28674641418952185
349,2,-53.0,0.2906930047117007
350,2,-52.0,0.3167486736965127
351,2,-51.0,0.2957159897274958
352,2,-50.0,0.2896568092768251
353,2,-49.0,0.293723081901375
354,2,-48.0,0.2693785419393366
355,2,-47.0,0.2633457320971011
356,2,-46.0,0.2886532565300822
357,2,-45.0,0.2776194092579263
358,2,-44.0,0.27179292745618777
359,2,-43.0,0.2756679201307307
360,2,-42.0,0.2710301805373903
361,2,-41.0,0.23742735408352852
362,2,-40.0,0.26484957734190306
363,2,-39.0,0.2554763539418455
364,2,-38.0,0.262895223332853
365,2,-37.0,0.24420463769554202
366,2,-36.0,0.2703012131375384
367,2,-35.0,0.2736607354037242
368,2,-34.0,0.2554569977967853
369,2,-33.0,0.2504106298473128
370,2,-32.0,0.24494085394503703
371,2,-31.0,0.25883826219013417
372,2,-29.999999999999996,0.2494838214535214
373,2,-29.0,0.2538383065251704
374,2,-28.0,0.23436107753899718
375,2,-26.999999999999996,0.24247902561120596
376,2,-26.0,0.23969292838283993
377,2,-25.0,0.23545827432089284
378,2,-24.0,0.24385371434483505
379,2,-23.0,0.23173359535782945
380,2,-22.0,0.248078747698241
381,2,-21.0,0.22690585886602893
382,2,-20.0,0.22981756728004382
383,2,-19.0,0.24200985787956308
384,2,-18.0,0.24758002929411027
385,2,-17.0,0.26000652619694714
386,2,-16.0,0.24887585325877104
387,2,-14.999999999999998,0.24596383879101966
388,2,-14.0,0.25591139635990345
389,2,-13.0,0.24271170443341683
390,2,-12.0,0.2432345140294532
391,2,-11.0,0.2733940092213535
392,2,-10.0,0.27155824427677294
393,2,-9.0,0.27412741156072484
394,2,-8.0,0.277425061763589
395,2,-7.0,0.3012785601300222
396,2,-6.0,0.31658717123905294
397,2,-5.0,0.345185165593552
398,2,-4.0,0.3812210706002762
399,2,-3.0,0.34225101769472444
400,2,-2.0,0.27576659755266114
401,2,-1.0,0.18481415314375885
402,2,0.0,0.0687893576891484
403,2,1.0,0.036045360762800294
404,2,2.0,0.017054721060453127
405,2,3.0,0.007195497895868797
406,2,4.0,0.00277751142443802
407,2,5.0,0.000965869035350207
408,2,6.0,0.0003104623254266498
409,2,7.0,8.407926784232787e-05
410,2,8.0,2.2759679235842718e-05
411,2,9.0,5.035456896967732e-06
412,2,10.0,1.044853954982189e-06
413,2,11.0,1.7777337048523114e-07
414,2,12.0,2.8627201964474426e-08
415,2,13.0,3.9082691765884775e-09
416,2,14.0,5.273532979229723e-10
417,2,14.999999999999998,5.543842190321463e-11
418,2,16.0,5.115533896256918e-12
419,2,17.0,4.158711909326347e-13
420,2,18.0,2.7911446700655518e-14
421,2,19.0,2.2172388139239487e-15
422,2,20.0,1.0899809578450964e-16
423,2,21.0,4.940793479894744e-18
424,2,22.0,2.0719646056694578e-19
425,2,23.0,6.898475421218724e-21
426,2,24.0,2.052690492478672e-22
427,2,25.0,5.767786840294076e-24
428,2,26.0,1.3131860442244972e-25
429,2,26.999999999999996,2.457344069021281e-27
430,2,28.0,4.103821462499184e-29
431,2,29.0,5.666361336461551e-31
432,2,29.999999999999996,6.949203477643689e-33
433,2,31.0,7.227560427874832e-35
434,2,32.0,5.850945970219673e-37
435,2,33.0,5.186229764939135e-39
436,2,34.0,3.047817003113616e-41
437,2,35.0,1.8188682239321717e-43
438,2,36.0,8.943083961207887e-46
439,2,37.0,3.5743109430736774e-48
440,2,38.0,1.2173946542532666e-50
441,2,39.0,3.060535561114232e-53
442,2,40.0,7.991927076479937e-56
443,2,41.0,1.936140078729537e-58
444,2,42.0,3.5312111991228036e-61
445,2,43.0,4.366218078931597e-64
446,2,44.0,5.637942122572043e-67
447,2,45.0,6.382074473657678e-70
448,2,46.0,6.389813341651236e-73
449,2,47.0,4.038348169825945e-76
450,2,48.0,3.697147703807271e-79
451,2,49.0,1.730458767254679e-82
452,2,50.0,7.204700853696751e-86
453,3,-100.0,0.405231527886256
454,3,-99.0,0.3905567555993444
455,3,-98.0,0.4057792713987143
456,3,-97.0,0.402535692147575
457,3,-96.0,0.40917195877444534
458,3,-95.0,0.4018437287089187
459,3,-94.0,0.40348008286105314
460,3,-93.0,0.39580592988834323
461,3,-92.0,0.4199775934054471
462,3,-91.0,0.4002487628426839
463,3,-90.0,0.40172104425374316
464,3,-89.0,0.4000920410180737
465,3,-88.0,0.3996293542228011
466,3,-87.0,0.40296437169042304
467,3,-86.0,0.401226355422568
468,3,-85.0,0.4111160395320611
469,3,-84.0,0.4088266462660152
470,3,-83.0,0.4032708448476623
471,3,-82.0,0.40861928711469464
472,3,-81.0,0.4164662894885608
473,3,-80.0,0.4183294181170662
474,3,-79.0,0.40555920948005153
475,3,-78.0,0.4158492093538931
476,3,-77.0,0.4098309159318127
477,3,-76.0,0.4055041702777876
478,3,-75.0,0.3773579075417469
479,3,-74.0,0.39665581724515603
480,3,-73.0,0.37685694866022146
481,3,-72.0,0.3759570279470636
482,3,-71.0,0.3787044109152483
483,3,-70.0,0.37039078315426016
484,3,-69.0,0.35084780676543936
485,3,-68.0,0.3572523240551234
486,3,-67.0,0.33802002143117055
487,3,-66.0,0.35302053803395345
488,3,-65.0,0.32794507474785617
489,3,-64.0,0.333900117491677
490,3,-63.0,0.3250209487084196
491,3,-62.0,0.3310002394594157
492,3,-61.00000000000001,0.33941917505030683
493,3,-59.99999999999999,0.33136133378053073
494,3,-59.0,0.312543672791538
495,3,-58.0,0.3182379367642322
496,3,-57.0,0.3015503323351604
497,3,-56.0,0.3094097310802916
498,3,-55.00000000000001,0.30848416284682006
499,3,-53.99999999999999,0.3173886099092943
500,3,-53.0,0.29470052465432545
501,3,-52.0,0.2920687803362184
502,3,-51.0,0.29433417241660326
503,3,-50.0,0.29255726393181875
504,3,-49.0,0.27217978571070806
505,3,-48.0,0.28733644872972963
506,3,-47.0,0.2950329529352932
507,3,-46.0,0.2807212701145449
508,3,-45.0,0.2769818163553148
509,3,-44.0,0.27457794426956683
510,3,-43.0,0.2786274736539516
511,3,-42.0,0.25992452252533754
512,3,-41.0,0.26972856812141194
513,3,-40.0,0.25749803352967066
514,3,-39.0,0.27270066314226765
515,3,-38.0,0.2538197881637702
516,3,-37.0,0.2502353615084454
517,3,-36.0,0.2894154558897297
518,3,-35.0,0.2625764051403364
519,3,-34.0,0.267780555298108
520,3,-33.0,0.24659300237235457
521,3,-32.0,0.25926692049393835
522,3,-31.0,0.23924301080245208
523,3,-29.999999999999996,0.24045337954456378
524,3,-29.0,0.24067923067653912
525,3,-28.0,0.25526719674514614
526,3,-26.999999999999996,0.24683223088078968
527,3,-26.0,0.24517782219734122
528,3,-25.0,0.21984693755530216
529,3,-24.0,0.23810438475248163
530,3,-23.0,0.23800003845767526
531,3,-22.0,0.23700812109874056
532,3,-21.0,0.23944498740045725
533,3,-20.0,0.231095236675258
534,3,-19.0,0.2576473159433409
535,3,-18.0,0.24036583522304236
536,3,-17.0,0.23479427667750358
537,3,-16.0,0.26069029917666475
538,3,-14.999999999999998,0.2409584059579188
539,3,-14.0,0.24051050390607567
540,3,-13.0,0.2564148919142944
541,3,-12.0,0.25834345683144944
542,3,-11.0,0.251000351716567
543,3,-10.0,0.2626548515342381
544,3,-9.0,0.25781800190262966
545,3,-8.0,0.28126564206872223
546,3,-7.0,0.3066166910892173
547,3,-6.0,0.2741807929403176
548,3,-5.0,0.329411279067991
549,3,-4.0,0.34084697551151766
550,3,-3.0,0.3658934015512538
551,3,-2.0,0.3464688289947888
552,3,-1.0,0.31506852962646215
553,3,0.0,0.27682370461957845
554,3,1.0,0.19720009554021914
555,3,2.0,0.11699106623829085
556,3,3.0,0.041433502707059366
557,3,4.0,0.02333047494220929
558,3,5.0,0.012242503529056157
559,3,6.0,0.0059506728181770606
560,3,7.0,0.002780235539722462
561,3,8.0,0.001161131145119576
562,3,9.0,0.0004775589983002233
563,3,10.0,0.00016986222492378674
564,3,11.0,5.7670902160508585e-05
565,3,12.0,1.9375438000911307e-05
566,3,13.0,5.372035174526977e-06
567,3,14.0,1.5225903382965381e-06
568,3,14.999999999999998,3.5393728774170277e-07
569,3,16.0,7.436473863192026e-08
570,3,17.0,1.677806720535171e-08
571,3,18.0,2.8565000474942625e-09
572,3,19.0,4.4965902607435327e-10
573,3,20.0,6.514520242631018e-11
574,3,21.0,9.284959797965575e-12
575,3,22.0,1.0768766279811561e-12
576,3,23.0,1.1678879859159143e-13
577,3,24.0,1.0263380723230878e-14
578,3,25.0,8.784406615700874e-16
579,3,26.0,6.923047706186713e-17
580,3,26.999999999999996,3.904418268522035e-18
581,3,28.0,2.1682840711271695e-19
582,3,29.0,1.0332142020572404e-20
583,3,29.999999999999996,5.524836385325319e-22
584,3,31.0,2.255981066950265e-23
585,3,32.0,8.728566988011728e-25
586,3,33.0,2.4518154729400722e-26
587,3,34.0,7.043754390484784e-28
588,3,35.0,1.500040838885554e-29
589,3,36.0,3.3313624769204513e-31
590,3,37.0,6.330075336390764e-33
591,3,38.0,1.0021557733610387e-34
592,3,39.0,1.4163239874468475e-36
593,3,40.0,1.8959076555061945e-38
594,3,41.0,1.618794995985915e-40
595,3,42.0,1.5893123851842582e-42
596,3,43.0,1.141585147005782e-44
597,3,44.0,1.0557922291106392e-46
598,3,45.0,6.86358684643696e-49
599,3,46.0,2.6529544632442265e-51
600,3,47.0,1.3478852492307507e-53
601,3,48.0,4.221465853493228e-56
602,3,49.0,1.71522145731754e-58
603,3,50.0,5.4899027611730384e-61
604,4,-100.0,0.42379332590998703
605,4,-99.0,0.4152027539423388
606,4,-98.0,0.41797772850597925
607,4,-97.0,0.4028190521148955
608,4,-96.0,0.40341937945532486
609,4,-95.0,0.4013021311100572
610,4,-94.0,0.40658103945410556
611,4,-93.0,0.38994714618950427
612,4,-92.0,0.4032099945444743
613,4,-91.0,0.40747245173904184
614,4,-90.0,0.41644973955806286
615,4,-89.0,0.3866770220661301
616,4,-88.0,0.3979407735278049
617,4,-87.0,0.3913575643366559
618,4,-86.0,0.40657691920759953
619,4,-85.0,0.3955250549295213
620,4,-84.0,0.41431589394046037
621,4,-83.0,0.4090102042050712
622,4,-82.0,0.40883306962981864
623,4,-81.0,0.425116127133705
624,4,-80.0,0.41426025401774713
625,4,-79.0,0.4226180954616694
626,4,-78.0,0.4137104314813798
627,4,-77.0,0.4278978656758422
628,4,-76.0,0.3978199923707428
629,4,-75.0,0.41501052968733737
630,4,-74.0,0.3917921208918378
631,4,-73.0,0.4028618835603675
632,4,-72.0,0.3981173859862358
633,4,-71.0,0.36875394189014704
634,4,-70.0,0.3750439347475429
635,4,-69.0,0.36590486019276997
636,4,-68.0,0.37014994354006875
637,4,-67.0,0.35608359651418864
638,4,-66.0,0.3409238461553822
639,4,-65.0,0.33394393084977597
640,4,-64.0,0.34620906709899363
641,4,-63.0,0.3426519623826089
642,4,-62.0,0.3149690601093096
643,4,-61.00000000000001,0.33726047637382583
644,4,-59.99999999999999,0.33935628086968156
645,4,-59.0,0.3295793480735303
646,4,-58.0,0.32033124999927526
647,4,-57.0,0.3149398725641685
648,4,-56.0,0.31759361260763197
649,4,-55.00000000000001,0.2913909190495445
650,4,-53.99999999999999,0.3137328982359324
651,4,-53.0,0.2940218958020773
652,4,-52.0,0.30280523423070477
653,4,-51.0,0.293504709093281
654,4,-50.0,0.2932702368405276
655,4,-49.0,0.27893684418248454
656,4,-48.0,0.2950479503999883
657,4,-47.0,0.2913881139151866
658,4,-46.0,0.28741834735912936
659,4,-45.0,0.2775629267152684
660,4,-44.0,0.2823710767270319
661,4,-43.0,0.28102707694184625
662,4,-42.0,0.2971650454429413
663,4,-41.0,0.26255308269790223
664,4,-40.0,0.29617469040792976
665,4,-39.0,0.2546665268306613
666,4,-38.0,0.2536700969836873
667,4,-37.0,0.2792519443934203
668,4,-36.0,0.2769728450146523
669,4,-35.0,0.26175390948068367
670,4,-34.0,0.25505697473633887
671,4,-33.0,0.25464338664757885
672,4,-32.0,0.25630784029379183
673,4,-31.0,0.2496259559150201
674,4,-29.999999999999996,0.26766211377308097
675,4,-29.0,0.2489179954868461
676,4,-28.0,0.25463017980747993
677,4,-26.999999999999996,0.24001182197897042
678,4,-26.0,0.24319797972709586
679,4,-25.0,0.2490746073662026
680,4,-24.0,0.25668495659166346
681,4,-23.0,0.24117328729396512
682,4,-22.0,0.24358714671303205
683,4,-21.0,0.23824939202687342
684,4,-20.0,0.2610845666716597
685,4,-19.0,0.25086947488733485
686,4,-18.0,0.24187357650147573
687,4,-17.0,0.2473668198748927
688,4,-16.0,0.23249619914993133
689,4,-14.999999999999998,0.24861949224996635
690,4,-14.0,0.24027808298092931
691,4,-13.0,0.23913041113170522
692,4,-12.0,0.24268744057051286
693,4,-11.0,0.2584972513759143
694,4,-10.0,0.26747274136660365
695,4,-9.0,0.2662904153556655
696,4,-8.0,0.281232572452644
697,4,-7.0,0.2789578048387937
698,4,-6.0,0.2942513525468911
699,4,-5.0,0.3115923259416826
700,4,-4.0,0.30730194041066416
701,4,-3.0,0.32134567281143966
702,4,-2.0,0.36784166856431516
703,4,-1.0,0.35562315515359016
704,4,0.0,0.34369339753705935
705,4,1.0,0.3100959400385991
706,4,2.0,0.26560000173653964
707,4,3.0,0.21677359216129435
708,4,4.0,0.14664254452649308
709,4,5.0,0.09096521513054594
710,4,6.0,0.030472993643057958
711,4,7.0,0.018740898765555104
712,4,8.0,0.010771181422513178
713,4,9.0,0.006485993899271102
714,4,10.0,0.00342348138725997
715,4,11.0,0.001691509539956627
716,4,12.0,0.0008388565952572126
717,4,13.0,0.00041430482842615
718,4,14.0,0.00017625901150308617
719,4,14.999999999999998,7.941644498848984e-05
720,4,16.0,2.8818210212996198e-05
721,4,17.0,9.269292650710474e-06
722,4,18.0,3.392778240430635e-06
723,4,19.0,1.0590818019918778e-06
724,4,20.0,3.182502795693939e-07
725,4,21.0,8.294054623623747e-08
726,4,22.0,2.1359795219701382e-08
727,4,23.0,4.668794031515217e-09
728,4,24.0,9.450011085422138e-10
729,4,25.0,1.929911950574028e-10
730,4,26.0,3.5632971719540084e-11
731,4,26.999999999999996,5.374049269269879e-12
732,4,28.0,9.738677914967355e-13
733,4,29.0,1.0888456102915272e-13
734,4,29.999999999999996,1.4638494305992334e-14
735,4,31.0,1.6520653914845006e-15
736,4,32.0,1.5329104337159615e-16
737,4,33.0,1.65151177780524e-17
738,4,34.0,1.2866189591546479e-18
739,4,35.0,9.255997356010506e-20
740,4,36.0,6.138384041233912e-21
741,4,37.0,3.908301648897303e-22
742,4,38.0,1.9807352651827662e-23
743,4,39.0,9.351895532138342e-25
744,4,40.0,4.838277847768669e-26
745,4,41.0,1.7013737315711484e-27
746,4,42.0,5.92573751078833e-29
747,4,43.0,2.146124185625292e-30
748,4,44.0,4.790581747626971e-32
749,4,45.0,1.2725195565391541e-33
750,4,46.0,2.4399489214308703e-35
751,4,47.0,5.747128400154347e-37
