,E0,Ep,Filename,a,a_sigma,dL,th_LRL,x0,x0_sigma,y0,y0_sigma
40,-3.0396598110480402e-06,1.960247990973337e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T01-21-16.txt,0.04340099727124192,3.644602449815092e-35,-1.0,0.0,1.179330078148677,1.9348653494202767e-32,0.34041666666666665,1.8223012314279398e-35
41,-3.0396598110480402e-06,1.960247990973337e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T01-21-16.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
42,-3.0396598110480402e-06,1.960247990973337e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T01-21-16.txt,0.04340099727124192,3.644602449815092e-35,1.0,0.0,1.179330078148677,1.9348653494202767e-32,0.34041666666666665,1.8223012314279398e-35
43,-3.0396598110480402e-06,1.960247990973337e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T01-21-16.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
44,-3.0396598110480402e-06,2.2402834182552434e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T03-52-26.txt,0.006204480577902862,3.6446021583507614e-35,-1.0,0.0,-0.11571903236803167,9.467591209215422e-31,0.3190119047619048,1.82230123186126e-35
45,-3.0396598110480402e-06,2.2402834182552434e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T03-52-26.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
46,-3.0396598110480402e-06,2.2402834182552434e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T03-52-26.txt,0.006204480577902862,3.6446021583507614e-35,1.0,0.0,-0.11571903236803167,9.467591209215422e-31,0.3190119047619048,1.82230123186126e-35
47,-3.0396598110480402e-06,2.2402834182552434e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T03-52-26.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
48,-3.0396598110480402e-06,2.8003542728190538e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T06-14-13.txt,0.04480458230012333,1.7792855152790218e-35,-1.0,0.0,0.5476963134806934,8.863408587368778e-33,0.19,8.896427704664472e-36
49,-3.0396598110480402e-06,2.8003542728190538e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T06-14-13.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
50,-3.0396598110480402e-06,2.8003542728190538e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T06-14-13.txt,0.04480458230012333,1.7792855152790218e-35,1.0,0.0,0.5476963134806934,8.863408587368778e-33,0.19,8.896427704664472e-36
51,-3.0396598110480402e-06,2.8003542728190538e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-02-01T06-14-13.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
52,0.0,0.0,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T03-39-00.txt,0.14272233406151486,6.257805864628481e-35,-1.0,0.0,0.7211664945593733,3.0721202765399673e-33,0.2375,3.128902921387262e-35
