,E0,Ep,dL,phi,th_LRL
18468,-20.,100.8,-1.,68.,0.
18469,-20.,100.8,-1.,69.,0.
18471,-20.,100.8,-1.,71.,0.
18473,-20.,100.8,-1.,73.,0.
18477,-20.,100.8,-1.,77.,0.
18479,-20.,100.8,-1.,79.,0.
18483,-20.,100.8,-1.,83.,0.
18486,-20.,100.8,-1.,86.,0.
18491,-20.,100.8,-1.,91.,0.
18494,-20.,100.8,-1.,94.,0.
18499,-20.,100.8,-1.,99.,0.
18501,-20.,100.8,-1.,101.,0.
18502,-20.,100.8,-1.,102.,0.
18530,-20.,100.8,-1.,130.,0.
18560,-20.,100.8,-1.,160.,0.
18562,-20.,100.8,-1.,162.,0.
18563,-20.,100.8,-1.,163.,0.
18566,-20.,100.8,-1.,166.,0.
18570,-20.,100.8,-1.,170.,0.
18572,-20.,100.8,-1.,172.,0.
18573,-20.,100.8,-1.,173.,0.
18574,-20.,100.8,-1.,174.,0.
18576,-20.,100.8,-1.,176.,0.
18577,-20.,100.8,-1.,177.,0.
18585,-20.,100.8,-1.,185.,0.
18591,-20.,100.8,-1.,191.,0.
18593,-20.,100.8,-1.,193.,0.
18597,-20.,100.8,-1.,197.,0.
18708,-20.,100.8,-1.,108.,1.
18712,-20.,100.8,-1.,112.,1.
18717,-20.,100.8,-1.,117.,1.
18724,-20.,100.8,-1.,124.,1.
18725,-20.,100.8,-1.,125.,1.
18726,-20.,100.8,-1.,126.,1.
18800,-20.,100.8,1.,0.,0.
18803,-20.,100.8,1.,3.,0.
18804,-20.,100.8,1.,4.,0.
18805,-20.,100.8,1.,5.,0.
18812,-20.,100.8,1.,12.,0.
18817,-20.,100.8,1.,17.,0.
18820,-20.,100.8,1.,20.,0.
18822,-20.,100.8,1.,22.,0.
18830,-20.,100.8,1.,30.,0.
18837,-20.,100.8,1.,37.,0.
18851,-20.,100.8,1.,51.,0.
18852,-20.,100.8,1.,52.,0.
18855,-20.,100.8,1.,55.,0.
18865,-20.,100.8,1.,65.,0.
18868,-20.,100.8,1.,68.,0.
18869,-20.,100.8,1.,69.,0.
18871,-20.,100.8,1.,71.,0.
18873,-20.,100.8,1.,73.,0.
18877,-20.,100.8,1.,77.,0.
18879,-20.,100.8,1.,79.,0.
18883,-20.,100.8,1.,83.,0.
18886,-20.,100.8,1.,86.,0.
18891,-20.,100.8,1.,91.,0.
18894,-20.,100.8,1.,94.,0.
18899,-20.,100.8,1.,99.,0.
18901,-20.,100.8,1.,101.,0.
18902,-20.,100.8,1.,102.,0.
18930,-20.,100.8,1.,130.,0.
18960,-20.,100.8,1.,160.,0.
18962,-20.,100.8,1.,162.,0.
18963,-20.,100.8,1.,163.,0.
18966,-20.,100.8,1.,166.,0.
18970,-20.,100.8,1.,170.,0.
18972,-20.,100.8,1.,172.,0.
18973,-20.,100.8,1.,173.,0.
18974,-20.,100.8,1.,174.,0.
18976,-20.,100.8,1.,176.,0.
18977,-20.,100.8,1.,177.,0.
18985,-20.,100.8,1.,185.,0.
18991,-20.,100.8,1.,191.,0.
18993,-20.,100.8,1.,193.,0.
18997,-20.,100.8,1.,197.,0.
19108,-20.,100.8,1.,108.,1.
19112,-20.,100.8,1.,112.,1.
19117,-20.,100.8,1.,117.,1.
19124,-20.,100.8,1.,124.,1.
19125,-20.,100.8,1.,125.,1.
19126,-20.,100.8,1.,126.,1.
19205,-20.,115.2,-1.,5.,0.
19212,-20.,115.2,-1.,12.,0.
19214,-20.,115.2,-1.,14.,0.
19216,-20.,115.2,-1.,16.,0.
19217,-20.,115.2,-1.,17.,0.
19218,-20.,115.2,-1.,18.,0.
19219,-20.,115.2,-1.,19.,0.
19220,-20.,115.2,-1.,20.,0.
19221,-20.,115.2,-1.,21.,0.
19222,-20.,115.2,-1.,22.,0.
19229,-20.,115.2,-1.,29.,0.
19234,-20.,115.2,-1.,34.,0.
19237,-20.,115.2,-1.,37.,0.
19243,-20.,115.2,-1.,43.,0.
19247,-20.,115.2,-1.,47.,0.
19255,-20.,115.2,-1.,55.,0.
19260,-20.,115.2,-1.,60.,0.
19262,-20.,115.2,-1.,62.,0.
19263,-20.,115.2,-1.,63.,0.
19264,-20.,115.2,-1.,64.,0.
19265,-20.,115.2,-1.,65.,0.
19266,-20.,115.2,-1.,66.,0.
19272,-20.,115.2,-1.,72.,0.
19275,-20.,115.2,-1.,75.,0.
19276,-20.,115.2,-1.,76.,0.
19278,-20.,115.2,-1.,78.,0.
19279,-20.,115.2,-1.,79.,0.
19281,-20.,115.2,-1.,81.,0.
19288,-20.,115.2,-1.,88.,0.
19289,-20.,115.2,-1.,89.,0.
19297,-20.,115.2,-1.,97.,0.
19311,-20.,115.2,-1.,111.,0.
19317,-20.,115.2,-1.,117.,0.
19323,-20.,115.2,-1.,123.,0.
19343,-20.,115.2,-1.,143.,0.
19354,-20.,115.2,-1.,154.,0.
19355,-20.,115.2,-1.,155.,0.
19357,-20.,115.2,-1.,157.,0.
19361,-20.,115.2,-1.,161.,0.
19362,-20.,115.2,-1.,162.,0.
19364,-20.,115.2,-1.,164.,0.
19366,-20.,115.2,-1.,166.,0.
19375,-20.,115.2,-1.,175.,0.
19376,-20.,115.2,-1.,176.,0.
19381,-20.,115.2,-1.,181.,0.
19386,-20.,115.2,-1.,186.,0.
19387,-20.,115.2,-1.,187.,0.
19390,-20.,115.2,-1.,190.,0.
19391,-20.,115.2,-1.,191.,0.
19393,-20.,115.2,-1.,193.,0.
19397,-20.,115.2,-1.,197.,0.
19399,-20.,115.2,-1.,199.,0.
19605,-20.,115.2,1.,5.,0.
19612,-20.,115.2,1.,12.,0.
19614,-20.,115.2,1.,14.,0.
19616,-20.,115.2,1.,16.,0.
19617,-20.,115.2,1.,17.,0.
19618,-20.,115.2,1.,18.,0.
19619,-20.,115.2,1.,19.,0.
19620,-20.,115.2,1.,20.,0.
19621,-20.,115.2,1.,21.,0.
19622,-20.,115.2,1.,22.,0.
19629,-20.,115.2,1.,29.,0.
19634,-20.,115.2,1.,34.,0.
19637,-20.,115.2,1.,37.,0.
19643,-20.,115.2,1.,43.,0.
19647,-20.,115.2,1.,47.,0.
19655,-20.,115.2,1.,55.,0.
19660,-20.,115.2,1.,60.,0.
19662,-20.,115.2,1.,62.,0.
19663,-20.,115.2,1.,63.,0.
19664,-20.,115.2,1.,64.,0.
19665,-20.,115.2,1.,65.,0.
19666,-20.,115.2,1.,66.,0.
19672,-20.,115.2,1.,72.,0.
19675,-20.,115.2,1.,75.,0.
19676,-20.,115.2,1.,76.,0.
19678,-20.,115.2,1.,78.,0.
19679,-20.,115.2,1.,79.,0.
19681,-20.,115.2,1.,81.,0.
19688,-20.,115.2,1.,88.,0.
19689,-20.,115.2,1.,89.,0.
19697,-20.,115.2,1.,97.,0.
19711,-20.,115.2,1.,111.,0.
19717,-20.,115.2,1.,117.,0.
19723,-20.,115.2,1.,123.,0.
19743,-20.,115.2,1.,143.,0.
19754,-20.,115.2,1.,154.,0.
19755,-20.,115.2,1.,155.,0.
19757,-20.,115.2,1.,157.,0.
19761,-20.,115.2,1.,161.,0.
19762,-20.,115.2,1.,162.,0.
19764,-20.,115.2,1.,164.,0.
19766,-20.,115.2,1.,166.,0.
19775,-20.,115.2,1.,175.,0.
19776,-20.,115.2,1.,176.,0.
19781,-20.,115.2,1.,181.,0.
19786,-20.,115.2,1.,186.,0.
19787,-20.,115.2,1.,187.,0.
19790,-20.,115.2,1.,190.,0.
19791,-20.,115.2,1.,191.,0.
19793,-20.,115.2,1.,193.,0.
19797,-20.,115.2,1.,197.,0.
19799,-20.,115.2,1.,199.,0.
20001,-20.,144.,-1.,1.,0.
20002,-20.,144.,-1.,2.,0.
20010,-20.,144.,-1.,10.,0.
20011,-20.,144.,-1.,11.,0.
20013,-20.,144.,-1.,13.,0.
20017,-20.,144.,-1.,17.,0.
20018,-20.,144.,-1.,18.,0.
20021,-20.,144.,-1.,21.,0.
20022,-20.,144.,-1.,22.,0.
20026,-20.,144.,-1.,26.,0.
20027,-20.,144.,-1.,27.,0.
20030,-20.,144.,-1.,30.,0.
20031,-20.,144.,-1.,31.,0.
20035,-20.,144.,-1.,35.,0.
20036,-20.,144.,-1.,36.,0.
20039,-20.,144.,-1.,39.,0.
20040,-20.,144.,-1.,40.,0.
20042,-20.,144.,-1.,42.,0.
20043,-20.,144.,-1.,43.,0.
20045,-20.,144.,-1.,45.,0.
20047,-20.,144.,-1.,47.,0.
20050,-20.,144.,-1.,50.,0.
20052,-20.,144.,-1.,52.,0.
20053,-20.,144.,-1.,53.,0.
20055,-20.,144.,-1.,55.,0.
20057,-20.,144.,-1.,57.,0.
20061,-20.,144.,-1.,61.,0.
20077,-20.,144.,-1.,77.,0.
20090,-20.,144.,-1.,90.,0.
20091,-20.,144.,-1.,91.,0.
20093,-20.,144.,-1.,93.,0.
20096,-20.,144.,-1.,96.,0.
20097,-20.,144.,-1.,97.,0.
20145,-20.,144.,-1.,145.,0.
20148,-20.,144.,-1.,148.,0.
20149,-20.,144.,-1.,149.,0.
20151,-20.,144.,-1.,151.,0.
20154,-20.,144.,-1.,154.,0.
20162,-20.,144.,-1.,162.,0.
20165,-20.,144.,-1.,165.,0.
20166,-20.,144.,-1.,166.,0.
20169,-20.,144.,-1.,169.,0.
20174,-20.,144.,-1.,174.,0.
20175,-20.,144.,-1.,175.,0.
20177,-20.,144.,-1.,177.,0.
20180,-20.,144.,-1.,180.,0.
20182,-20.,144.,-1.,182.,0.
20186,-20.,144.,-1.,186.,0.
20188,-20.,144.,-1.,188.,0.
20189,-20.,144.,-1.,189.,0.
20191,-20.,144.,-1.,191.,0.
20193,-20.,144.,-1.,193.,0.
20194,-20.,144.,-1.,194.,0.
20198,-20.,144.,-1.,198.,0.
20401,-20.,144.,1.,1.,0.
20402,-20.,144.,1.,2.,0.
20410,-20.,144.,1.,10.,0.
20411,-20.,144.,1.,11.,0.
20413,-20.,144.,1.,13.,0.
20417,-20.,144.,1.,17.,0.
20418,-20.,144.,1.,18.,0.
20421,-20.,144.,1.,21.,0.
20422,-20.,144.,1.,22.,0.
20426,-20.,144.,1.,26.,0.
20427,-20.,144.,1.,27.,0.
20430,-20.,144.,1.,30.,0.
20431,-20.,144.,1.,31.,0.
20435,-20.,144.,1.,35.,0.
20436,-20.,144.,1.,36.,0.
20439,-20.,144.,1.,39.,0.
20440,-20.,144.,1.,40.,0.
20442,-20.,144.,1.,42.,0.
20443,-20.,144.,1.,43.,0.
20445,-20.,144.,1.,45.,0.
20447,-20.,144.,1.,47.,0.
20450,-20.,144.,1.,50.,0.
20452,-20.,144.,1.,52.,0.
20453,-20.,144.,1.,53.,0.
20455,-20.,144.,1.,55.,0.
20457,-20.,144.,1.,57.,0.
20461,-20.,144.,1.,61.,0.
20477,-20.,144.,1.,77.,0.
20490,-20.,144.,1.,90.,0.
20491,-20.,144.,1.,91.,0.
20493,-20.,144.,1.,93.,0.
20496,-20.,144.,1.,96.,0.
20497,-20.,144.,1.,97.,0.
20545,-20.,144.,1.,145.,0.
20548,-20.,144.,1.,148.,0.
20549,-20.,144.,1.,149.,0.
20551,-20.,144.,1.,151.,0.
20554,-20.,144.,1.,154.,0.
20562,-20.,144.,1.,162.,0.
20565,-20.,144.,1.,165.,0.
20566,-20.,144.,1.,166.,0.
20569,-20.,144.,1.,169.,0.
20574,-20.,144.,1.,174.,0.
20575,-20.,144.,1.,175.,0.
20577,-20.,144.,1.,177.,0.
20580,-20.,144.,1.,180.,0.
20582,-20.,144.,1.,182.,0.
20586,-20.,144.,1.,186.,0.
20588,-20.,144.,1.,188.,0.
20589,-20.,144.,1.,189.,0.
20591,-20.,144.,1.,191.,0.
20593,-20.,144.,1.,193.,0.
20594,-20.,144.,1.,194.,0.
20598,-20.,144.,1.,198.,0.
20807,-20.,172.8,-1.,7.,0.
20808,-20.,172.8,-1.,8.,0.
20809,-20.,172.8,-1.,9.,0.
20812,-20.,172.8,-1.,12.,0.
20813,-20.,172.8,-1.,13.,0.
20814,-20.,172.8,-1.,14.,0.
20815,-20.,172.8,-1.,15.,0.
20816,-20.,172.8,-1.,16.,0.
20818,-20.,172.8,-1.,18.,0.
20820,-20.,172.8,-1.,20.,0.
20821,-20.,172.8,-1.,21.,0.
20826,-20.,172.8,-1.,26.,0.
20827,-20.,172.8,-1.,27.,0.
20829,-20.,172.8,-1.,29.,0.
20832,-20.,172.8,-1.,32.,0.
20837,-20.,172.8,-1.,37.,0.
20847,-20.,172.8,-1.,47.,0.
20848,-20.,172.8,-1.,48.,0.
20849,-20.,172.8,-1.,49.,0.
20856,-20.,172.8,-1.,56.,0.
20858,-20.,172.8,-1.,58.,0.
20859,-20.,172.8,-1.,59.,0.
20863,-20.,172.8,-1.,63.,0.
20864,-20.,172.8,-1.,64.,0.
20873,-20.,172.8,-1.,73.,0.
20874,-20.,172.8,-1.,74.,0.
20875,-20.,172.8,-1.,75.,0.
20876,-20.,172.8,-1.,76.,0.
20882,-20.,172.8,-1.,82.,0.
20885,-20.,172.8,-1.,85.,0.
20886,-20.,172.8,-1.,86.,0.
20892,-20.,172.8,-1.,92.,0.
20898,-20.,172.8,-1.,98.,0.
20904,-20.,172.8,-1.,104.,0.
20911,-20.,172.8,-1.,111.,0.
20945,-20.,172.8,-1.,145.,0.
20950,-20.,172.8,-1.,150.,0.
20953,-20.,172.8,-1.,153.,0.
20954,-20.,172.8,-1.,154.,0.
20957,-20.,172.8,-1.,157.,0.
20958,-20.,172.8,-1.,158.,0.
20966,-20.,172.8,-1.,166.,0.
20967,-20.,172.8,-1.,167.,0.
20972,-20.,172.8,-1.,172.,0.
20974,-20.,172.8,-1.,174.,0.
20975,-20.,172.8,-1.,175.,0.
20979,-20.,172.8,-1.,179.,0.
20981,-20.,172.8,-1.,181.,0.
20986,-20.,172.8,-1.,186.,0.
20989,-20.,172.8,-1.,189.,0.
20992,-20.,172.8,-1.,192.,0.
20997,-20.,172.8,-1.,197.,0.
20999,-20.,172.8,-1.,199.,0.
21207,-20.,172.8,1.,7.,0.
21208,-20.,172.8,1.,8.,0.
21209,-20.,172.8,1.,9.,0.
21212,-20.,172.8,1.,12.,0.
21213,-20.,172.8,1.,13.,0.
21214,-20.,172.8,1.,14.,0.
21215,-20.,172.8,1.,15.,0.
21216,-20.,172.8,1.,16.,0.
21218,-20.,172.8,1.,18.,0.
21220,-20.,172.8,1.,20.,0.
21221,-20.,172.8,1.,21.,0.
21226,-20.,172.8,1.,26.,0.
21227,-20.,172.8,1.,27.,0.
21229,-20.,172.8,1.,29.,0.
21232,-20.,172.8,1.,32.,0.
21237,-20.,172.8,1.,37.,0.
21247,-20.,172.8,1.,47.,0.
21248,-20.,172.8,1.,48.,0.
21249,-20.,172.8,1.,49.,0.
21256,-20.,172.8,1.,56.,0.
21258,-20.,172.8,1.,58.,0.
21259,-20.,172.8,1.,59.,0.
21263,-20.,172.8,1.,63.,0.
21264,-20.,172.8,1.,64.,0.
21273,-20.,172.8,1.,73.,0.
21274,-20.,172.8,1.,74.,0.
21275,-20.,172.8,1.,75.,0.
21276,-20.,172.8,1.,76.,0.
21282,-20.,172.8,1.,82.,0.
21285,-20.,172.8,1.,85.,0.
21286,-20.,172.8,1.,86.,0.
21292,-20.,172.8,1.,92.,0.
21298,-20.,172.8,1.,98.,0.
21304,-20.,172.8,1.,104.,0.
21311,-20.,172.8,1.,111.,0.
21345,-20.,172.8,1.,145.,0.
21350,-20.,172.8,1.,150.,0.
21353,-20.,172.8,1.,153.,0.
21354,-20.,172.8,1.,154.,0.
21357,-20.,172.8,1.,157.,0.
21358,-20.,172.8,1.,158.,0.
21366,-20.,172.8,1.,166.,0.
21367,-20.,172.8,1.,167.,0.
21372,-20.,172.8,1.,172.,0.
21374,-20.,172.8,1.,174.,0.
21375,-20.,172.8,1.,175.,0.
21379,-20.,172.8,1.,179.,0.
21381,-20.,172.8,1.,181.,0.
21386,-20.,172.8,1.,186.,0.
21389,-20.,172.8,1.,189.,0.
21392,-20.,172.8,1.,192.,0.
21397,-20.,172.8,1.,197.,0.
21399,-20.,172.8,1.,199.,0.
21601,-20.,201.6,-1.,1.,0.
21602,-20.,201.6,-1.,2.,0.
21606,-20.,201.6,-1.,6.,0.
21608,-20.,201.6,-1.,8.,0.
21609,-20.,201.6,-1.,9.,0.
21617,-20.,201.6,-1.,17.,0.
21619,-20.,201.6,-1.,19.,0.
21620,-20.,201.6,-1.,20.,0.
21621,-20.,201.6,-1.,21.,0.
21623,-20.,201.6,-1.,23.,0.
21624,-20.,201.6,-1.,24.,0.
21626,-20.,201.6,-1.,26.,0.
21631,-20.,201.6,-1.,31.,0.
21633,-20.,201.6,-1.,33.,0.
21638,-20.,201.6,-1.,38.,0.
21639,-20.,201.6,-1.,39.,0.
21641,-20.,201.6,-1.,41.,0.
21642,-20.,201.6,-1.,42.,0.
21643,-20.,201.6,-1.,43.,0.
21648,-20.,201.6,-1.,48.,0.
21651,-20.,201.6,-1.,51.,0.
21652,-20.,201.6,-1.,52.,0.
21654,-20.,201.6,-1.,54.,0.
21656,-20.,201.6,-1.,56.,0.
21658,-20.,201.6,-1.,58.,0.
21660,-20.,201.6,-1.,60.,0.
21662,-20.,201.6,-1.,62.,0.
21665,-20.,201.6,-1.,65.,0.
21667,-20.,201.6,-1.,67.,0.
21675,-20.,201.6,-1.,75.,0.
21684,-20.,201.6,-1.,84.,0.
21692,-20.,201.6,-1.,92.,0.
21694,-20.,201.6,-1.,94.,0.
21696,-20.,201.6,-1.,96.,0.
21727,-20.,201.6,-1.,127.,0.
21731,-20.,201.6,-1.,131.,0.
21738,-20.,201.6,-1.,138.,0.
21748,-20.,201.6,-1.,148.,0.
21750,-20.,201.6,-1.,150.,0.
21759,-20.,201.6,-1.,159.,0.
21761,-20.,201.6,-1.,161.,0.
21763,-20.,201.6,-1.,163.,0.
21764,-20.,201.6,-1.,164.,0.
21767,-20.,201.6,-1.,167.,0.
21768,-20.,201.6,-1.,168.,0.
21769,-20.,201.6,-1.,169.,0.
21771,-20.,201.6,-1.,171.,0.
21772,-20.,201.6,-1.,172.,0.
21773,-20.,201.6,-1.,173.,0.
21775,-20.,201.6,-1.,175.,0.
21779,-20.,201.6,-1.,179.,0.
21780,-20.,201.6,-1.,180.,0.
21782,-20.,201.6,-1.,182.,0.
21784,-20.,201.6,-1.,184.,0.
21785,-20.,201.6,-1.,185.,0.
21788,-20.,201.6,-1.,188.,0.
21791,-20.,201.6,-1.,191.,0.
21792,-20.,201.6,-1.,192.,0.
21794,-20.,201.6,-1.,194.,0.
21795,-20.,201.6,-1.,195.,0.
21796,-20.,201.6,-1.,196.,0.
21798,-20.,201.6,-1.,198.,0.
22001,-20.,201.6,1.,1.,0.
22002,-20.,201.6,1.,2.,0.
22006,-20.,201.6,1.,6.,0.
22008,-20.,201.6,1.,8.,0.
22009,-20.,201.6,1.,9.,0.
22017,-20.,201.6,1.,17.,0.
22019,-20.,201.6,1.,19.,0.
22020,-20.,201.6,1.,20.,0.
22021,-20.,201.6,1.,21.,0.
22023,-20.,201.6,1.,23.,0.
22024,-20.,201.6,1.,24.,0.
22026,-20.,201.6,1.,26.,0.
22031,-20.,201.6,1.,31.,0.
22033,-20.,201.6,1.,33.,0.
22038,-20.,201.6,1.,38.,0.
22039,-20.,201.6,1.,39.,0.
22041,-20.,201.6,1.,41.,0.
22042,-20.,201.6,1.,42.,0.
22043,-20.,201.6,1.,43.,0.
22048,-20.,201.6,1.,48.,0.
22051,-20.,201.6,1.,51.,0.
22052,-20.,201.6,1.,52.,0.
22054,-20.,201.6,1.,54.,0.
22056,-20.,201.6,1.,56.,0.
22058,-20.,201.6,1.,58.,0.
22060,-20.,201.6,1.,60.,0.
22062,-20.,201.6,1.,62.,0.
22065,-20.,201.6,1.,65.,0.
22067,-20.,201.6,1.,67.,0.
22075,-20.,201.6,1.,75.,0.
22084,-20.,201.6,1.,84.,0.
22092,-20.,201.6,1.,92.,0.
22094,-20.,201.6,1.,94.,0.
22096,-20.,201.6,1.,96.,0.
22127,-20.,201.6,1.,127.,0.
22131,-20.,201.6,1.,131.,0.
22138,-20.,201.6,1.,138.,0.
22148,-20.,201.6,1.,148.,0.
22150,-20.,201.6,1.,150.,0.
22159,-20.,201.6,1.,159.,0.
22161,-20.,201.6,1.,161.,0.
22163,-20.,201.6,1.,163.,0.
22164,-20.,201.6,1.,164.,0.
22167,-20.,201.6,1.,167.,0.
22168,-20.,201.6,1.,168.,0.
22169,-20.,201.6,1.,169.,0.
22171,-20.,201.6,1.,171.,0.
22172,-20.,201.6,1.,172.,0.
22173,-20.,201.6,1.,173.,0.
22175,-20.,201.6,1.,175.,0.
22179,-20.,201.6,1.,179.,0.
22180,-20.,201.6,1.,180.,0.
22182,-20.,201.6,1.,182.,0.
22184,-20.,201.6,1.,184.,0.
22185,-20.,201.6,1.,185.,0.
22188,-20.,201.6,1.,188.,0.
22191,-20.,201.6,1.,191.,0.
22192,-20.,201.6,1.,192.,0.
22194,-20.,201.6,1.,194.,0.
22195,-20.,201.6,1.,195.,0.
22196,-20.,201.6,1.,196.,0.
22198,-20.,201.6,1.,198.,0.
22400,-20.,230.4,-1.,0.,0.
22401,-20.,230.4,-1.,1.,0.
22402,-20.,230.4,-1.,2.,0.
22408,-20.,230.4,-1.,8.,0.
22409,-20.,230.4,-1.,9.,0.
22410,-20.,230.4,-1.,10.,0.
22413,-20.,230.4,-1.,13.,0.
22414,-20.,230.4,-1.,14.,0.
22417,-20.,230.4,-1.,17.,0.
22418,-20.,230.4,-1.,18.,0.
22419,-20.,230.4,-1.,19.,0.
22420,-20.,230.4,-1.,20.,0.
22421,-20.,230.4,-1.,21.,0.
22423,-20.,230.4,-1.,23.,0.
22424,-20.,230.4,-1.,24.,0.
22427,-20.,230.4,-1.,27.,0.
22430,-20.,230.4,-1.,30.,0.
22431,-20.,230.4,-1.,31.,0.
22433,-20.,230.4,-1.,33.,0.
22435,-20.,230.4,-1.,35.,0.
22438,-20.,230.4,-1.,38.,0.
22440,-20.,230.4,-1.,40.,0.
22444,-20.,230.4,-1.,44.,0.
22446,-20.,230.4,-1.,46.,0.
22449,-20.,230.4,-1.,49.,0.
22450,-20.,230.4,-1.,50.,0.
22452,-20.,230.4,-1.,52.,0.
22455,-20.,230.4,-1.,55.,0.
22458,-20.,230.4,-1.,58.,0.
22460,-20.,230.4,-1.,60.,0.
22462,-20.,230.4,-1.,62.,0.
22468,-20.,230.4,-1.,68.,0.
22470,-20.,230.4,-1.,70.,0.
22472,-20.,230.4,-1.,72.,0.
22474,-20.,230.4,-1.,74.,0.
22475,-20.,230.4,-1.,75.,0.
22484,-20.,230.4,-1.,84.,0.
22490,-20.,230.4,-1.,90.,0.
22499,-20.,230.4,-1.,99.,0.
22527,-20.,230.4,-1.,127.,0.
22528,-20.,230.4,-1.,128.,0.
22534,-20.,230.4,-1.,134.,0.
22535,-20.,230.4,-1.,135.,0.
22542,-20.,230.4,-1.,142.,0.
22546,-20.,230.4,-1.,146.,0.
22552,-20.,230.4,-1.,152.,0.
22557,-20.,230.4,-1.,157.,0.
22563,-20.,230.4,-1.,163.,0.
22567,-20.,230.4,-1.,167.,0.
22568,-20.,230.4,-1.,168.,0.
22569,-20.,230.4,-1.,169.,0.
22575,-20.,230.4,-1.,175.,0.
22578,-20.,230.4,-1.,178.,0.
22579,-20.,230.4,-1.,179.,0.
22581,-20.,230.4,-1.,181.,0.
22582,-20.,230.4,-1.,182.,0.
22586,-20.,230.4,-1.,186.,0.
22587,-20.,230.4,-1.,187.,0.
22589,-20.,230.4,-1.,189.,0.
22593,-20.,230.4,-1.,193.,0.
22594,-20.,230.4,-1.,194.,0.
22597,-20.,230.4,-1.,197.,0.
22599,-20.,230.4,-1.,199.,0.
22800,-20.,230.4,1.,0.,0.
22801,-20.,230.4,1.,1.,0.
22802,-20.,230.4,1.,2.,0.
22808,-20.,230.4,1.,8.,0.
22809,-20.,230.4,1.,9.,0.
22810,-20.,230.4,1.,10.,0.
22813,-20.,230.4,1.,13.,0.
22814,-20.,230.4,1.,14.,0.
22817,-20.,230.4,1.,17.,0.
22818,-20.,230.4,1.,18.,0.
22819,-20.,230.4,1.,19.,0.
22820,-20.,230.4,1.,20.,0.
22821,-20.,230.4,1.,21.,0.
22823,-20.,230.4,1.,23.,0.
22824,-20.,230.4,1.,24.,0.
22827,-20.,230.4,1.,27.,0.
22830,-20.,230.4,1.,30.,0.
22831,-20.,230.4,1.,31.,0.
22833,-20.,230.4,1.,33.,0.
22835,-20.,230.4,1.,35.,0.
22838,-20.,230.4,1.,38.,0.
22840,-20.,230.4,1.,40.,0.
22844,-20.,230.4,1.,44.,0.
22846,-20.,230.4,1.,46.,0.
22849,-20.,230.4,1.,49.,0.
22850,-20.,230.4,1.,50.,0.
22852,-20.,230.4,1.,52.,0.
22855,-20.,230.4,1.,55.,0.
22858,-20.,230.4,1.,58.,0.
22860,-20.,230.4,1.,60.,0.
22862,-20.,230.4,1.,62.,0.
22868,-20.,230.4,1.,68.,0.
22870,-20.,230.4,1.,70.,0.
22872,-20.,230.4,1.,72.,0.
22874,-20.,230.4,1.,74.,0.
22875,-20.,230.4,1.,75.,0.
22884,-20.,230.4,1.,84.,0.
22890,-20.,230.4,1.,90.,0.
22899,-20.,230.4,1.,99.,0.
22927,-20.,230.4,1.,127.,0.
22928,-20.,230.4,1.,128.,0.
22934,-20.,230.4,1.,134.,0.
22935,-20.,230.4,1.,135.,0.
22942,-20.,230.4,1.,142.,0.
22946,-20.,230.4,1.,146.,0.
22952,-20.,230.4,1.,152.,0.
22957,-20.,230.4,1.,157.,0.
22963,-20.,230.4,1.,163.,0.
22967,-20.,230.4,1.,167.,0.
22968,-20.,230.4,1.,168.,0.
22969,-20.,230.4,1.,169.,0.
22975,-20.,230.4,1.,175.,0.
22978,-20.,230.4,1.,178.,0.
22979,-20.,230.4,1.,179.,0.
22981,-20.,230.4,1.,181.,0.
22982,-20.,230.4,1.,182.,0.
22986,-20.,230.4,1.,186.,0.
22987,-20.,230.4,1.,187.,0.
22989,-20.,230.4,1.,189.,0.
22993,-20.,230.4,1.,193.,0.
22994,-20.,230.4,1.,194.,0.
22997,-20.,230.4,1.,197.,0.
22999,-20.,230.4,1.,199.,0.
23200,-20.,187.2,-1.,0.,0.
23203,-20.,187.2,-1.,3.,0.
23205,-20.,187.2,-1.,5.,0.
23206,-20.,187.2,-1.,6.,0.
23210,-20.,187.2,-1.,10.,0.
23215,-20.,187.2,-1.,15.,0.
23216,-20.,187.2,-1.,16.,0.
23218,-20.,187.2,-1.,18.,0.
23219,-20.,187.2,-1.,19.,0.
23220,-20.,187.2,-1.,20.,0.
23227,-20.,187.2,-1.,27.,0.
23230,-20.,187.2,-1.,30.,0.
23234,-20.,187.2,-1.,34.,0.
23239,-20.,187.2,-1.,39.,0.
23243,-20.,187.2,-1.,43.,0.
23246,-20.,187.2,-1.,46.,0.
23249,-20.,187.2,-1.,49.,0.
23254,-20.,187.2,-1.,54.,0.
23256,-20.,187.2,-1.,56.,0.
23258,-20.,187.2,-1.,58.,0.
23263,-20.,187.2,-1.,63.,0.
23265,-20.,187.2,-1.,65.,0.
23268,-20.,187.2,-1.,68.,0.
23271,-20.,187.2,-1.,71.,0.
23275,-20.,187.2,-1.,75.,0.
23276,-20.,187.2,-1.,76.,0.
23279,-20.,187.2,-1.,79.,0.
23280,-20.,187.2,-1.,80.,0.
23283,-20.,187.2,-1.,83.,0.
23285,-20.,187.2,-1.,85.,0.
23289,-20.,187.2,-1.,89.,0.
23305,-20.,187.2,-1.,105.,0.
23340,-20.,187.2,-1.,140.,0.
23349,-20.,187.2,-1.,149.,0.
23352,-20.,187.2,-1.,152.,0.
23359,-20.,187.2,-1.,159.,0.
