,field,tt10,tp20,tb20,dW,W0,a,phi,y0
76,76.0,129.8368603607422,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
77,77.0,133.10520359776,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
78,78.0,136.41493874315887,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
79,79.0,139.76534993827394,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
80,80.0,143.1569553548737,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
81,81.0,146.59006018735602,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
82,82.0,150.06392536472666,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
83,83.0,153.57977342796787,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
84,84.0,157.13647352965947,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
85,85.0,160.734965236596,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
86,86.0,164.3748849181301,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
87,87.0,168.05599997544442,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
88,88.0,171.7791793465221,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
89,89.0,175.5439136698853,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
90,90.0,179.35018636574225,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
91,91.0,183.19810160533947,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
92,92.0,187.08776093624707,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
93,93.0,191.01923768631127,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
94,94.0,194.99261533174047,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
95,95.0,199.0078706384036,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
96,96.0,203.06507139443602,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
97,97.0,207.16423585032726,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
98,98.0,211.30534343221956,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
99,99.0,215.48837881430833,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
100,100.0,219.71331584881528,inf,inf,43,-20,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
